timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-15T14:36:00,geospatial_llm_finetuning,8ac5389e-7ab5-4b5a-b7df-37f499a5c757,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,9962.688954655,0.01934817171962479,1.9420632128221255e-06,31.000533713702527,58.11545437059336,38.0,0.08288492887945555,0.16078298807073202,0.10159469872148377,0.34526261567167127,0.0,France,FRA,nouvelle-aquitaine,,,Linux-5.10.0-38-amd64-x86_64-with-glibc2.31,3.9.2,3.2.3,128,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,0.0078,45.8975,125.40512466430664,machine,1.373285671130815,34.9179337428255,4.219182358272921,5.297811067400833,N,1.0,0.0
