timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-04-09T20:19:22,qwen-spatial-finetune,b9c60a78-dd37-4b7e-9191-46d0574b3b18,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1590.6427382480001,0.003001520874919125,1.8869861866185771e-06,31.00151413146461,54.567566106229975,38.0,0.013235843461991135,0.024102227337321997,0.01622321464330943,0.05356128544262254,0.0,France,FRA,nouvelle-aquitaine,,,Linux-5.10.0-38-amd64-x86_64-with-glibc2.31,3.9.2,3.2.3,128,AMD EPYC 7452 32-Core Processor,1,1 x NVIDIA A100-PCIE-40GB,0.0078,45.8975,125.4051284790039,machine,1.7721662468513828,37.923173803526446,4.8337531486145595,6.0633156870114115,N,1.0,0.0
